gene_id	symbol	product	copies_lean	copies_siscowet	n_go
gene-trnak-uuu-21_5			1	1	0
gene-trnak-uuu-22	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-22_1			1	1	0
gene-trnak-uuu-23	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-24	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-25	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-26	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-26_1			1	1	0
gene-trnak-uuu-27	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-28	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-29	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-3	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-30	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-31	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-32	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-33	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-34	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-34_1			1	1	0
gene-trnak-uuu-35	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-35_1			1	1	0
gene-trnak-uuu-36	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-37	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-38	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-38_1			1	1	0
gene-trnak-uuu-38_10			1	1	0
gene-trnak-uuu-38_2			1	1	0
gene-trnak-uuu-38_3			1	1	0
gene-trnak-uuu-38_4			1	1	0
gene-trnak-uuu-38_5			1	1	0
gene-trnak-uuu-38_6			1	1	0
gene-trnak-uuu-38_7			1	1	0
gene-trnak-uuu-38_8			1	1	0
gene-trnak-uuu-38_9			1	1	0
gene-trnak-uuu-39	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-39_1			1	1	0
gene-trnak-uuu-39_2			1	1	0
gene-trnak-uuu-39_3			1	1	0
gene-trnak-uuu-3_1			1	1	0
gene-trnak-uuu-3_2			1	1	0
gene-trnak-uuu-4	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-40	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-40_1			1	1	0
gene-trnak-uuu-41	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-41_1			1	1	0
gene-trnak-uuu-42	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-42_1			1	1	0
gene-trnak-uuu-42_2			1	1	0
gene-trnak-uuu-42_3			1	1	0
gene-trnak-uuu-43	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-44	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-44_1			1	1	0
gene-trnak-uuu-45	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-46	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-47	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-47_1			1	1	0
gene-trnak-uuu-47_2			1	1	0
gene-trnak-uuu-47_3			1	1	0
gene-trnak-uuu-47_4			1	1	0
gene-trnak-uuu-48	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-48_1			1	1	0
gene-trnak-uuu-49	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-49_1			1	1	0
gene-trnak-uuu-49_2			1	1	0
gene-trnak-uuu-49_3			1	1	0
gene-trnak-uuu-49_4			1	1	0
gene-trnak-uuu-4_1			1	1	0
gene-trnak-uuu-4_10			1	1	0
gene-trnak-uuu-4_11			1	1	0
gene-trnak-uuu-4_12			1	1	0
gene-trnak-uuu-4_13			1	1	0
gene-trnak-uuu-4_14			1	1	0
gene-trnak-uuu-4_15			1	1	0
gene-trnak-uuu-4_16			1	1	0
gene-trnak-uuu-4_17			1	1	0
gene-trnak-uuu-4_18			1	1	0
gene-trnak-uuu-4_19			1	1	0
gene-trnak-uuu-4_2			1	1	0
gene-trnak-uuu-4_20			1	1	0
gene-trnak-uuu-4_21			1	1	0
gene-trnak-uuu-4_3			1	1	0
gene-trnak-uuu-4_4			1	1	0
gene-trnak-uuu-4_5			1	1	0
gene-trnak-uuu-4_6			1	1	0
gene-trnak-uuu-4_7			1	1	0
gene-trnak-uuu-4_8			1	1	0
gene-trnak-uuu-4_9			1	1	0
gene-trnak-uuu-5	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-50	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-50_1			1	1	0
gene-trnak-uuu-50_10			1	1	0
gene-trnak-uuu-50_11			1	1	0
gene-trnak-uuu-50_12			1	1	0
gene-trnak-uuu-50_13			1	1	0
gene-trnak-uuu-50_14			1	1	0
gene-trnak-uuu-50_15			1	1	0
gene-trnak-uuu-50_16			1	1	0
gene-trnak-uuu-50_17			1	1	0
gene-trnak-uuu-50_18			1	1	0
gene-trnak-uuu-50_19			1	1	0
gene-trnak-uuu-50_2			1	1	0
gene-trnak-uuu-50_20			1	1	0
gene-trnak-uuu-50_21			1	1	0
gene-trnak-uuu-50_22			1	1	0
gene-trnak-uuu-50_23			1	1	0
gene-trnak-uuu-50_24			1	1	0
gene-trnak-uuu-50_25			1	1	0
gene-trnak-uuu-50_26			1	1	0
gene-trnak-uuu-50_27			1	1	0
gene-trnak-uuu-50_28			1	1	0
gene-trnak-uuu-50_29			1	1	0
gene-trnak-uuu-50_3			1	1	0
gene-trnak-uuu-50_30			1	1	0
gene-trnak-uuu-50_31			1	1	0
gene-trnak-uuu-50_32			1	1	0
gene-trnak-uuu-50_33			1	1	0
gene-trnak-uuu-50_34			1	1	0
gene-trnak-uuu-50_35			1	1	0
gene-trnak-uuu-50_36			1	1	0
gene-trnak-uuu-50_4			1	1	0
gene-trnak-uuu-50_5			1	1	0
gene-trnak-uuu-50_6			1	1	0
gene-trnak-uuu-50_7			1	1	0
gene-trnak-uuu-50_8			1	1	0
gene-trnak-uuu-50_9			1	1	0
gene-trnak-uuu-51	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-51_1			1	1	0
gene-trnak-uuu-51_10			1	1	0
gene-trnak-uuu-51_11			1	1	0
gene-trnak-uuu-51_12			1	1	0
gene-trnak-uuu-51_13			1	1	0
gene-trnak-uuu-51_14			1	1	0
gene-trnak-uuu-51_15			1	1	0
gene-trnak-uuu-51_2			1	1	0
gene-trnak-uuu-51_3			1	1	0
gene-trnak-uuu-51_4			1	1	0
gene-trnak-uuu-51_5			1	1	0
gene-trnak-uuu-51_6			1	1	0
gene-trnak-uuu-51_7			1	1	0
gene-trnak-uuu-51_8			1	1	0
gene-trnak-uuu-51_9			1	1	0
gene-trnak-uuu-52	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-53	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-53_1			1	1	0
gene-trnak-uuu-53_2			1	1	0
gene-trnak-uuu-53_3			1	1	0
gene-trnak-uuu-53_4			1	1	0
gene-trnak-uuu-53_5			1	1	0
gene-trnak-uuu-53_6			1	1	0
gene-trnak-uuu-54	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-55	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-56	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-56_1			1	1	0
gene-trnak-uuu-56_10			1	1	0
gene-trnak-uuu-56_11			1	1	0
gene-trnak-uuu-56_2			1	1	0
gene-trnak-uuu-56_3			1	1	0
gene-trnak-uuu-56_4			1	1	0
gene-trnak-uuu-56_5			1	1	0
gene-trnak-uuu-56_6			1	1	0
gene-trnak-uuu-56_7			1	1	0
gene-trnak-uuu-56_8			1	1	0
gene-trnak-uuu-56_9			1	1	0
gene-trnak-uuu-57	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-57_1			1	1	0
gene-trnak-uuu-57_2			1	1	0
gene-trnak-uuu-57_3			1	1	0
gene-trnak-uuu-57_4			1	1	0
gene-trnak-uuu-57_5			1	1	0
gene-trnak-uuu-57_6			1	1	0
gene-trnak-uuu-57_7			1	1	0
gene-trnak-uuu-58	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-58_1			1	1	0
gene-trnak-uuu-58_2			1	1	0
gene-trnak-uuu-58_3			1	1	0
gene-trnak-uuu-58_4			1	1	0
gene-trnak-uuu-59	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-59_1			1	1	0
gene-trnak-uuu-59_2			1	1	0
gene-trnak-uuu-5_1			1	1	0
gene-trnak-uuu-6	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-60	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-61	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-62	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-62_1			1	1	0
gene-trnak-uuu-62_2			1	1	0
gene-trnak-uuu-62_3			1	1	0
gene-trnak-uuu-62_4			1	1	0
gene-trnak-uuu-63	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-64	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-65	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-65_1			1	1	0
gene-trnak-uuu-65_2			1	1	0
gene-trnak-uuu-66	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-67	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-68	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-69	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-7	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-70	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-71	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-72	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-73	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-73_1			1	1	0
gene-trnak-uuu-74	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-74_1			1	1	0
gene-trnak-uuu-75	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-76	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-77	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-78	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-78_1			1	1	0
gene-trnak-uuu-79	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-8	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-80	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-80_1			1	1	0
gene-trnak-uuu-80_2			1	1	0
gene-trnak-uuu-80_3			1	1	0
gene-trnak-uuu-81	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-82	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-84	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-84_1			1	1	0
gene-trnak-uuu-84_2			1	1	0
gene-trnak-uuu-84_3			1	1	0
gene-trnak-uuu-84_4			1	1	0
gene-trnak-uuu-84_5			1	1	0
gene-trnak-uuu-84_6			1	1	0
gene-trnak-uuu-85	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-85_1			1	1	0
gene-trnak-uuu-85_2			1	1	0
gene-trnak-uuu-85_3			1	1	0
gene-trnak-uuu-85_4			1	1	0
gene-trnak-uuu-85_5			1	1	0
gene-trnak-uuu-86	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-86_1			1	1	0
gene-trnak-uuu-86_2			1	1	0
gene-trnak-uuu-86_3			1	1	0
gene-trnak-uuu-86_4			1	1	0
gene-trnak-uuu-87	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-87_1			1	1	0
gene-trnak-uuu-87_2			1	1	0
gene-trnak-uuu-88	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-88_1			1	1	0
gene-trnak-uuu-88_2			1	1	0
gene-trnak-uuu-89	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-89_1			1	1	0
gene-trnak-uuu-89_2			1	1	0
gene-trnak-uuu-89_3			1	1	0
gene-trnak-uuu-89_4			1	1	0
gene-trnak-uuu-89_5			1	1	0
gene-trnak-uuu-89_6			1	1	0
gene-trnak-uuu-89_7			1	1	0
gene-trnak-uuu-89_8			1	1	0
gene-trnak-uuu-89_9			1	1	0
gene-trnak-uuu-9	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-90	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-91	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-92	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-93	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-93_1			1	1	0
gene-trnak-uuu-93_2			1	1	0
gene-trnak-uuu-93_3			1	1	0
gene-trnak-uuu-93_4			1	1	0
gene-trnak-uuu-94	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-95	trnak-uuu	tRNA-Lys	1	1	0
gene-trnak-uuu-9_1			1	1	0
gene-trnak-uuu-9_10			1	1	0
gene-trnak-uuu-9_11			1	1	0
gene-trnak-uuu-9_12			1	1	0
gene-trnak-uuu-9_13			1	1	0
gene-trnak-uuu-9_2			1	1	0
gene-trnak-uuu-9_3			1	1	0
gene-trnak-uuu-9_4			1	1	0
gene-trnak-uuu-9_5			1	1	0
gene-trnak-uuu-9_6			1	1	0
gene-trnak-uuu-9_7			1	1	0
gene-trnak-uuu-9_8			1	1	0
gene-trnak-uuu-9_9			1	1	0
gene-trnal-aag	trnal-aag	tRNA-Leu	156	178	0
gene-trnal-aag-10	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-10_1			1	1	0
gene-trnal-aag-10_2			1	1	0
gene-trnal-aag-10_3			1	1	0
gene-trnal-aag-10_4			1	1	0
gene-trnal-aag-11	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-11_1			1	1	0
gene-trnal-aag-12	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-12_1			1	1	0
gene-trnal-aag-12_2			1	1	0
gene-trnal-aag-12_3			1	1	0
gene-trnal-aag-12_4			1	1	0
gene-trnal-aag-12_5			1	1	0
gene-trnal-aag-12_6			1	1	0
gene-trnal-aag-12_7			1	1	0
gene-trnal-aag-13	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-13_1			1	1	0
gene-trnal-aag-13_10			1	1	0
gene-trnal-aag-13_11			1	1	0
gene-trnal-aag-13_12			1	1	0
gene-trnal-aag-13_13			1	1	0
gene-trnal-aag-13_14			1	1	0
gene-trnal-aag-13_2			1	1	0
gene-trnal-aag-13_3			1	1	0
gene-trnal-aag-13_4			1	1	0
gene-trnal-aag-13_5			1	1	0
gene-trnal-aag-13_6			1	1	0
gene-trnal-aag-13_7			1	1	0
gene-trnal-aag-13_8			1	1	0
gene-trnal-aag-13_9			1	1	0
gene-trnal-aag-14	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-15	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-15_1			1	1	0
gene-trnal-aag-15_2			1	1	0
gene-trnal-aag-15_3			1	1	0
gene-trnal-aag-15_4			1	1	0
gene-trnal-aag-15_5			1	1	0
gene-trnal-aag-15_6			1	1	0
gene-trnal-aag-15_7			1	1	0
gene-trnal-aag-15_8			1	1	0
gene-trnal-aag-16	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-16_1			1	1	0
gene-trnal-aag-16_2			1	1	0
gene-trnal-aag-17	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-18	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-19	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-2	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-20	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-21	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-22	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-23	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-24	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-25	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-25_1			1	1	0
gene-trnal-aag-25_2			1	1	0
gene-trnal-aag-26	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-26_1			1	1	0
gene-trnal-aag-27	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-27_1			1	1	0
gene-trnal-aag-28	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-29	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-29_1			1	1	0
gene-trnal-aag-3	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-30	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-31	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-31_1			1	1	0
gene-trnal-aag-31_10			1	1	0
gene-trnal-aag-31_11			1	1	0
gene-trnal-aag-31_12			1	1	0
gene-trnal-aag-31_13			1	1	0
gene-trnal-aag-31_14			1	1	0
gene-trnal-aag-31_15			1	1	0
gene-trnal-aag-31_2			1	1	0
gene-trnal-aag-31_3			1	1	0
gene-trnal-aag-31_4			1	1	0
gene-trnal-aag-31_5			1	1	0
gene-trnal-aag-31_6			1	1	0
gene-trnal-aag-31_7			1	1	0
gene-trnal-aag-31_8			1	1	0
gene-trnal-aag-31_9			1	1	0
gene-trnal-aag-32	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-32_1			1	1	0
gene-trnal-aag-33	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-34	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-34_1			1	1	0
gene-trnal-aag-34_2			1	1	0
gene-trnal-aag-34_3			1	1	0
gene-trnal-aag-34_4			1	1	0
gene-trnal-aag-34_5			1	1	0
gene-trnal-aag-34_6			1	1	0
gene-trnal-aag-34_7			1	1	0
gene-trnal-aag-34_8			1	1	0
gene-trnal-aag-34_9			1	1	0
gene-trnal-aag-35	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-36	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-37	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-38	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-39	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-4	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-40	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-41	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-42	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-43	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-44	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-45	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-46	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-5	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-6	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag-9	trnal-aag	tRNA-Leu	1	1	0
gene-trnal-aag_1			1	1	0
gene-trnal-caa	trnal-caa	tRNA-Leu	288	295	0
gene-trnal-caa-10	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-11	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-12	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-13	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-14	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-15	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-16	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-17	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-18	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-19	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-2	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-20	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-21	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-22	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-22_1			1	1	0
gene-trnal-caa-22_2			1	1	0
gene-trnal-caa-22_3			1	1	0
gene-trnal-caa-23	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-23_1			1	1	0
gene-trnal-caa-23_2			1	1	0
gene-trnal-caa-23_3			1	1	0
gene-trnal-caa-23_4			1	1	0
gene-trnal-caa-23_5			1	1	0
gene-trnal-caa-24	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-25	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-25_1			1	1	0
gene-trnal-caa-25_10			1	1	0
gene-trnal-caa-25_11			1	1	0
gene-trnal-caa-25_12			1	1	0
gene-trnal-caa-25_13			1	1	0
gene-trnal-caa-25_14			1	1	0
gene-trnal-caa-25_15			1	1	0
gene-trnal-caa-25_16			1	1	0
gene-trnal-caa-25_17			1	1	0
gene-trnal-caa-25_18			1	1	0
gene-trnal-caa-25_19			1	1	0
gene-trnal-caa-25_2			1	1	0
gene-trnal-caa-25_20			1	1	0
gene-trnal-caa-25_21			1	1	0
gene-trnal-caa-25_22			1	1	0
gene-trnal-caa-25_23			1	1	0
gene-trnal-caa-25_24			1	1	0
gene-trnal-caa-25_25			1	1	0
gene-trnal-caa-25_26			1	1	0
gene-trnal-caa-25_27			1	1	0
gene-trnal-caa-25_28			1	1	0
gene-trnal-caa-25_29			1	1	0
gene-trnal-caa-25_3			1	1	0
gene-trnal-caa-25_30			1	1	0
gene-trnal-caa-25_31			1	1	0
gene-trnal-caa-25_32			1	1	0
gene-trnal-caa-25_33			1	1	0
gene-trnal-caa-25_34			1	1	0
gene-trnal-caa-25_35			1	1	0
gene-trnal-caa-25_36			1	1	0
gene-trnal-caa-25_37			1	1	0
gene-trnal-caa-25_38			1	1	0
gene-trnal-caa-25_39			1	1	0
gene-trnal-caa-25_4			1	1	0
gene-trnal-caa-25_40			1	1	0
gene-trnal-caa-25_41			1	1	0
gene-trnal-caa-25_42			1	1	0
gene-trnal-caa-25_43			1	1	0
gene-trnal-caa-25_44			1	1	0
gene-trnal-caa-25_45			1	1	0
gene-trnal-caa-25_46			1	1	0
gene-trnal-caa-25_47			1	1	0
gene-trnal-caa-25_48			1	1	0
gene-trnal-caa-25_49			1	1	0
gene-trnal-caa-25_5			1	1	0
gene-trnal-caa-25_6			1	1	0
gene-trnal-caa-25_7			1	1	0
gene-trnal-caa-25_8			1	1	0
gene-trnal-caa-25_9			1	1	0
gene-trnal-caa-26	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-26_1			1	1	0
gene-trnal-caa-26_10			1	1	0
gene-trnal-caa-26_11			1	1	0
gene-trnal-caa-26_12			1	1	0
gene-trnal-caa-26_13			1	1	0
gene-trnal-caa-26_14			1	1	0
gene-trnal-caa-26_15			1	1	0
gene-trnal-caa-26_16			1	1	0
gene-trnal-caa-26_17			1	1	0
gene-trnal-caa-26_18			1	1	0
gene-trnal-caa-26_19			1	1	0
gene-trnal-caa-26_2			1	1	0
gene-trnal-caa-26_20			1	1	0
gene-trnal-caa-26_21			1	1	0
gene-trnal-caa-26_22			1	1	0
gene-trnal-caa-26_23			1	1	0
gene-trnal-caa-26_24			1	1	0
gene-trnal-caa-26_25			1	1	0
gene-trnal-caa-26_26			1	1	0
gene-trnal-caa-26_27			1	1	0
gene-trnal-caa-26_28			1	1	0
gene-trnal-caa-26_29			1	1	0
gene-trnal-caa-26_3			1	1	0
gene-trnal-caa-26_30			1	1	0
gene-trnal-caa-26_31			1	1	0
gene-trnal-caa-26_32			1	1	0
gene-trnal-caa-26_33			1	1	0
gene-trnal-caa-26_34			1	1	0
gene-trnal-caa-26_35			1	1	0
gene-trnal-caa-26_36			1	1	0
gene-trnal-caa-26_37			1	1	0
gene-trnal-caa-26_38			1	1	0
gene-trnal-caa-26_4			1	1	0
gene-trnal-caa-26_5			1	1	0
gene-trnal-caa-26_6			1	1	0
gene-trnal-caa-26_7			1	1	0
gene-trnal-caa-26_8			1	1	0
gene-trnal-caa-26_9			1	1	0
gene-trnal-caa-27	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-27_1			1	1	0
gene-trnal-caa-27_10			1	1	0
gene-trnal-caa-27_11			1	1	0
gene-trnal-caa-27_12			1	1	0
gene-trnal-caa-27_13			1	1	0
gene-trnal-caa-27_2			1	1	0
gene-trnal-caa-27_3			1	1	0
gene-trnal-caa-27_4			1	1	0
gene-trnal-caa-27_5			1	1	0
gene-trnal-caa-27_6			1	1	0
gene-trnal-caa-27_7			1	1	0
gene-trnal-caa-27_8			1	1	0
gene-trnal-caa-27_9			1	1	0
gene-trnal-caa-28	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-28_1			1	1	0
gene-trnal-caa-28_10			1	1	0
gene-trnal-caa-28_11			1	1	0
gene-trnal-caa-28_12			1	1	0
gene-trnal-caa-28_13			1	1	0
gene-trnal-caa-28_14			1	1	0
gene-trnal-caa-28_15			1	1	0
gene-trnal-caa-28_16			1	1	0
gene-trnal-caa-28_17			1	1	0
gene-trnal-caa-28_18			1	1	0
gene-trnal-caa-28_19			1	1	0
gene-trnal-caa-28_2			1	1	0
gene-trnal-caa-28_3			1	1	0
gene-trnal-caa-28_4			1	1	0
gene-trnal-caa-28_5			1	1	0
gene-trnal-caa-28_6			1	1	0
gene-trnal-caa-28_7			1	1	0
gene-trnal-caa-28_8			1	1	0
gene-trnal-caa-28_9			1	1	0
gene-trnal-caa-29	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-29_1			1	1	0
gene-trnal-caa-29_2			1	1	0
gene-trnal-caa-3	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-30	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-31	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-32	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-33	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-34	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-34_1			1	1	0
gene-trnal-caa-34_2			1	1	0
gene-trnal-caa-34_3			1	1	0
gene-trnal-caa-34_4			1	1	0
gene-trnal-caa-34_5			1	1	0
gene-trnal-caa-34_6			1	1	0
gene-trnal-caa-34_7			1	1	0
gene-trnal-caa-34_8			1	1	0
gene-trnal-caa-4	trnal-caa	tRNA-Leu	1	1	0
gene-trnal-caa-4_1			1	1	0
gene-trnal-caa-4_10			1	1	0
gene-trnal-caa-4_11			1	1	0
gene-trnal-caa-4_12			1	1	0
gene-trnal-caa-4_13			1	1	0
gene-trnal-caa-4_14			1	1	0
gene-trnal-caa-4_15			1	1	0
gene-trnal-caa-4_16			1	1	0
gene-trnal-caa-4_17			1	1	0
gene-trnal-caa-4_18			1	1	0
gene-trnal-caa-4_19			1	1	0
gene-trnal-caa-4_2			1	1	0
gene-trnal-caa-4_20			1	1	0
gene-trnal-caa-4_21			1	1	0
gene-trnal-caa-4_22			1	1	0
gene-trnal-caa-4_23			1	1	0
gene-trnal-caa-4_24			1	1	0
gene-trnal-caa-4_25			1	1	0
gene-trnal-caa-4_26			1	1	0
gene-trnal-caa-4_27			1	1	0
gene-trnal-caa-4_28			1	1	0
gene-trnal-caa-4_29			1	1	0
