gene_id	symbol	product	copies_lean	in_siscowet_unmapped	n_go
gene-trnaq-uug-21_3			1		0
gene-trnaq-uug-22_1			1		0
gene-trnaq-uug-25_15			1		0
gene-trnaq-uug-31_4			1		0
gene-trnaq-uug-3_1			1		0
gene-trnar-acg-10_1			1		0
gene-trnar-acg-10_10			1		0
gene-trnar-acg-10_11			1		0
gene-trnar-acg-10_12			1		0
gene-trnar-acg-10_13			1		0
gene-trnar-acg-10_14			1		0
gene-trnar-acg-10_15			1		0
gene-trnar-acg-10_16			1		0
gene-trnar-acg-10_17			1		0
gene-trnar-acg-10_18			1		0
gene-trnar-acg-10_2			1		0
gene-trnar-acg-10_3			1		0
gene-trnar-acg-10_4			1		0
gene-trnar-acg-10_5			1		0
gene-trnar-acg-10_6			1		0
gene-trnar-acg-10_7			1		0
gene-trnar-acg-10_8			1		0
gene-trnar-acg-10_9			1		0
gene-trnar-acg-11_1			1		0
gene-trnar-acg-11_10			1		0
gene-trnar-acg-11_11			1		0
gene-trnar-acg-11_12			1		0
gene-trnar-acg-11_13			1		0
gene-trnar-acg-11_14			1		0
gene-trnar-acg-11_2			1		0
gene-trnar-acg-11_3			1		0
gene-trnar-acg-11_4			1		0
gene-trnar-acg-11_5			1		0
gene-trnar-acg-11_6			1		0
gene-trnar-acg-11_7			1		0
gene-trnar-acg-11_8			1		0
gene-trnar-acg-11_9			1		0
gene-trnar-acg-12_1			1		0
gene-trnar-acg-12_10			1		0
gene-trnar-acg-12_11			1		0
gene-trnar-acg-12_12			1		0
gene-trnar-acg-12_13			1		0
gene-trnar-acg-12_14			1		0
gene-trnar-acg-12_15			1		0
gene-trnar-acg-12_16			1		0
gene-trnar-acg-12_2			1		0
gene-trnar-acg-12_3			1		0
gene-trnar-acg-12_4			1		0
gene-trnar-acg-12_5			1		0
gene-trnar-acg-12_6			1		0
gene-trnar-acg-12_7			1		0
gene-trnar-acg-12_8			1		0
gene-trnar-acg-12_9			1		0
gene-trnar-acg-13_1			1		0
gene-trnar-acg-13_2			1		0
gene-trnar-acg-13_3			1		0
gene-trnar-acg-13_4			1		0
gene-trnar-acg-13_5			1		0
gene-trnar-acg-13_6			1		0
gene-trnar-acg-13_7			1		0
gene-trnar-acg-13_8			1		0
gene-trnar-acg-13_9			1		0
gene-trnar-acg-14_1			1		0
gene-trnar-acg-14_2			1		0
gene-trnar-acg-14_3			1		0
gene-trnar-acg-14_4			1		0
gene-trnar-acg-14_5			1		0
gene-trnar-acg-14_6			1		0
gene-trnar-acg-14_7			1		0
gene-trnar-acg-14_8			1		0
gene-trnar-acg-15_1			1		0
gene-trnar-acg-15_2			1		0
gene-trnar-acg-15_3			1		0
gene-trnar-acg-15_4			1		0
gene-trnar-acg-15_5			1		0
gene-trnar-acg-15_6			1		0
gene-trnar-acg-16_1			1		0
gene-trnar-acg-16_2			1		0
gene-trnar-acg-16_3			1		0
gene-trnar-acg-16_4			1		0
gene-trnar-acg-16_5			1		0
gene-trnar-acg-17_1			1		0
gene-trnar-acg-17_2			1		0
gene-trnar-acg-17_3			1		0
gene-trnar-acg-17_4			1		0
gene-trnar-acg-18_1			1		0
gene-trnar-acg-18_2			1		0
gene-trnar-acg-18_3			1		0
gene-trnar-acg-19_1			1		0
gene-trnar-acg-19_2			1		0
gene-trnar-acg-20_1			1		0
gene-trnar-acg-20_2			1		0
gene-trnar-acg-22_1			1		0
gene-trnar-acg-23_1			1		0
gene-trnar-acg-29_1			1		0
gene-trnar-acg-4_1			1		0
gene-trnar-acg-4_2			1		0
gene-trnar-acg-5_37			1		0
gene-trnar-acg-5_38			1		0
gene-trnar-acg-5_39			1		0
gene-trnar-acg-5_40			1		0
gene-trnar-acg-5_41			1		0
gene-trnar-acg-5_42			1		0
gene-trnar-acg-5_43			1		0
gene-trnar-acg-5_44			1		0
gene-trnar-acg-5_45			1		0
gene-trnar-acg-5_46			1		0
gene-trnar-acg-7_10			1		0
gene-trnar-acg-7_11			1		0
gene-trnar-acg-7_12			1		0
gene-trnar-acg-7_13			1		0
gene-trnar-acg-7_14			1		0
gene-trnar-acg-7_15			1		0
gene-trnar-acg-7_16			1		0
gene-trnar-acg-7_17			1		0
gene-trnar-acg-7_18			1		0
gene-trnar-acg-7_19			1		0
gene-trnar-acg-7_20			1		0
gene-trnar-acg-7_21			1		0
gene-trnar-acg-7_22			1		0
gene-trnar-acg-7_23			1		0
gene-trnar-acg-7_24			1		0
gene-trnar-acg-7_25			1		0
gene-trnar-acg-7_26			1		0
gene-trnar-acg-7_27			1		0
gene-trnar-acg-7_28			1		0
gene-trnar-acg-7_29			1		0
gene-trnar-acg-7_30			1		0
gene-trnar-acg-7_31			1		0
gene-trnar-acg-7_32			1		0
gene-trnar-acg-7_33			1		0
gene-trnar-acg-7_34			1		0
gene-trnar-acg-7_35			1		0
gene-trnar-acg-7_5			1		0
gene-trnar-acg-7_6			1		0
gene-trnar-acg-7_7			1		0
gene-trnar-acg-7_8			1		0
gene-trnar-acg-7_9			1		0
gene-trnar-acg-8_1			1		0
gene-trnar-acg-8_10			1		0
gene-trnar-acg-8_11			1		0
gene-trnar-acg-8_12			1		0
gene-trnar-acg-8_13			1		0
gene-trnar-acg-8_14			1		0
gene-trnar-acg-8_15			1		0
gene-trnar-acg-8_16			1		0
gene-trnar-acg-8_17			1		0
gene-trnar-acg-8_18			1		0
gene-trnar-acg-8_19			1		0
gene-trnar-acg-8_2			1		0
gene-trnar-acg-8_20			1		0
gene-trnar-acg-8_21			1		0
gene-trnar-acg-8_22			1		0
gene-trnar-acg-8_23			1		0
gene-trnar-acg-8_24			1		0
gene-trnar-acg-8_25			1		0
gene-trnar-acg-8_26			1		0
gene-trnar-acg-8_27			1		0
gene-trnar-acg-8_28			1		0
gene-trnar-acg-8_29			1		0
gene-trnar-acg-8_3			1		0
gene-trnar-acg-8_30			1		0
gene-trnar-acg-8_31			1		0
gene-trnar-acg-8_32			1		0
gene-trnar-acg-8_33			1		0
gene-trnar-acg-8_4			1		0
gene-trnar-acg-8_5			1		0
gene-trnar-acg-8_6			1		0
gene-trnar-acg-8_7			1		0
gene-trnar-acg-8_8			1		0
gene-trnar-acg-8_9			1		0
gene-trnar-acg-9_10			1		0
gene-trnar-acg-9_11			1		0
gene-trnar-acg-9_12			1		0
gene-trnar-acg-9_13			1		0
gene-trnar-acg-9_14			1		0
gene-trnar-acg-9_15			1		0
gene-trnar-acg-9_16			1		0
gene-trnar-acg-9_17			1		0
gene-trnar-acg-9_18			1		0
gene-trnar-acg-9_19			1		0
gene-trnar-acg-9_2			1		0
gene-trnar-acg-9_20			1		0
gene-trnar-acg-9_21			1		0
gene-trnar-acg-9_22			1		0
gene-trnar-acg-9_23			1		0
gene-trnar-acg-9_24			1		0
gene-trnar-acg-9_25			1		0
gene-trnar-acg-9_3			1		0
gene-trnar-acg-9_4			1		0
gene-trnar-acg-9_5			1		0
gene-trnar-acg-9_6			1		0
gene-trnar-acg-9_7			1		0
gene-trnar-acg-9_8			1		0
gene-trnar-acg-9_9			1		0
gene-trnar-ccg_1			1		0
gene-trnar-ccu-11_1			1		0
gene-trnar-ccu-13_33			1		0
gene-trnar-ccu-13_34			1		0
gene-trnar-ccu-13_35			1		0
gene-trnar-ccu-13_36			1		0
gene-trnar-ccu-13_37			1		0
gene-trnar-ccu-13_38			1		0
gene-trnar-ccu-13_39			1		0
gene-trnar-ccu-13_40			1		0
gene-trnar-ccu-13_41			1		0
gene-trnar-ccu-13_42			1		0
gene-trnar-ccu-13_43			1		0
gene-trnar-ccu-13_44			1		0
gene-trnar-ccu-13_45			1		0
gene-trnar-ccu-13_46			1		0
gene-trnar-ccu-13_47			1		0
gene-trnar-ccu-13_48			1		0
gene-trnar-ccu-13_49			1		0
gene-trnar-ccu-13_50			1		0
gene-trnar-ccu-14_30			1		0
gene-trnar-ccu-14_31			1		0
gene-trnar-ccu-39_1			1		0
gene-trnar-ccu-39_2			1		0
gene-trnar-ccu-40_1			1		0
gene-trnar-ccu-43_1			1		0
gene-trnar-ccu-8_2			1		0
gene-trnar-ucg-13_2			1		0
gene-trnar-ucg-17_1			1		0
gene-trnar-ucg-3_42			1		0
gene-trnar-ucg-8_8			1		0
gene-trnar-ucg-9_24			1		0
gene-trnar-ucg-9_25			1		0
gene-trnar-ucg-9_26			1		0
gene-trnar-ucu-15_4			1		0
gene-trnar-ucu-68_1			1		0
gene-trnas-acu-8_1			1		0
gene-trnas-acu-8_2			1		0
gene-trnas-acu-8_3			1		0
gene-trnas-acu_4			1		0
gene-trnas-acu_5			1		0
gene-trnas-aga-10_1			1		0
gene-trnas-aga-10_2			1		0
gene-trnas-aga-10_3			1		0
gene-trnas-aga-10_4			1		0
gene-trnas-aga-10_5			1		0
gene-trnas-aga-10_6			1		0
gene-trnas-aga-10_7			1		0
gene-trnas-aga-11_1			1		0
gene-trnas-aga-11_2			1		0
gene-trnas-aga-11_3			1		0
gene-trnas-aga-11_4			1		0
gene-trnas-aga-11_5			1		0
gene-trnas-aga-11_6			1		0
gene-trnas-aga-11_7			1		0
gene-trnas-aga-12_1			1		0
gene-trnas-aga-12_2			1		0
gene-trnas-aga-12_3			1		0
gene-trnas-aga-12_4			1		0
gene-trnas-aga-12_5			1		0
gene-trnas-aga-12_6			1		0
gene-trnas-aga-13_1			1		0
gene-trnas-aga-13_2			1		0
gene-trnas-aga-13_3			1		0
gene-trnas-aga-14_1			1		0
gene-trnas-aga-14_2			1		0
gene-trnas-aga-16_1			1		0
gene-trnas-aga-17_1			1		0
gene-trnas-aga-19_1			1		0
gene-trnas-aga-22_1			1		0
gene-trnas-aga-27_1			1		0
gene-trnas-aga-2_17			1		0
gene-trnas-aga-2_18			1		0
gene-trnas-aga-2_19			1		0
gene-trnas-aga-2_20			1		0
gene-trnas-aga-2_21			1		0
gene-trnas-aga-2_22			1		0
gene-trnas-aga-2_23			1		0
gene-trnas-aga-2_24			1		0
gene-trnas-aga-2_25			1		0
gene-trnas-aga-2_26			1		0
gene-trnas-aga-2_27			1		0
gene-trnas-aga-2_28			1		0
gene-trnas-aga-3_3			1		0
gene-trnas-aga-3_4			1		0
gene-trnas-aga-4_10			1		0
gene-trnas-aga-4_11			1		0
gene-trnas-aga-4_12			1		0
gene-trnas-aga-4_13			1		0
gene-trnas-aga-4_14			1		0
gene-trnas-aga-4_15			1		0
gene-trnas-aga-4_16			1		0
gene-trnas-aga-4_17			1		0
gene-trnas-aga-4_18			1		0
gene-trnas-aga-4_19			1		0
gene-trnas-aga-4_20			1		0
gene-trnas-aga-4_21			1		0
gene-trnas-aga-4_22			1		0
gene-trnas-aga-4_23			1		0
gene-trnas-aga-4_24			1		0
gene-trnas-aga-4_25			1		0
gene-trnas-aga-4_26			1		0
gene-trnas-aga-4_27			1		0
gene-trnas-aga-4_28			1		0
gene-trnas-aga-4_29			1		0
gene-trnas-aga-4_4			1		0
gene-trnas-aga-4_5			1		0
gene-trnas-aga-4_6			1		0
gene-trnas-aga-4_7			1		0
gene-trnas-aga-4_8			1		0
gene-trnas-aga-4_9			1		0
gene-trnas-aga-5_10			1		0
gene-trnas-aga-5_11			1		0
gene-trnas-aga-5_12			1		0
gene-trnas-aga-5_13			1		0
gene-trnas-aga-5_14			1		0
gene-trnas-aga-5_2			1		0
gene-trnas-aga-5_3			1		0
gene-trnas-aga-5_4			1		0
gene-trnas-aga-5_5			1		0
gene-trnas-aga-5_6			1		0
gene-trnas-aga-5_7			1		0
gene-trnas-aga-5_8			1		0
gene-trnas-aga-5_9			1		0
gene-trnas-aga-6_1			1		0
gene-trnas-aga-7_1			1		0
gene-trnas-aga-7_2			1		0
gene-trnas-aga-7_3			1		0
gene-trnas-aga-7_4			1		0
gene-trnas-aga-7_5			1		0
gene-trnas-aga-7_6			1		0
gene-trnas-aga-7_7			1		0
gene-trnas-aga-7_8			1		0
gene-trnas-aga-8_7			1		0
gene-trnas-aga-9_21			1		0
gene-trnas-aga-9_22			1		0
gene-trnas-aga-9_23			1		0
gene-trnas-aga-9_24			1		0
gene-trnas-aga-9_25			1		0
gene-trnas-aga-9_26			1		0
gene-trnas-aga_29			1		0
gene-trnas-aga_30			1		0
gene-trnas-aga_31			1		0
gene-trnas-aga_32			1		0
gene-trnas-aga_33			1		0
gene-trnas-aga_34			1		0
gene-trnas-aga_35			1		0
gene-trnas-aga_36			1		0
gene-trnas-aga_37			1		0
gene-trnas-aga_38			1		0
gene-trnas-aga_39			1		0
gene-trnas-aga_40			1		0
gene-trnas-cga-10_4			1		0
gene-trnas-cga-10_5			1		0
gene-trnas-cga-10_6			1		0
gene-trnas-cga-10_7			1		0
gene-trnas-cga-10_8			1		0
gene-trnas-cga-12_10			1		0
gene-trnas-cga-12_11			1		0
gene-trnas-cga-12_12			1		0
gene-trnas-cga-12_13			1		0
gene-trnas-cga-12_8			1		0
gene-trnas-cga-12_9			1		0
gene-trnas-cga-15_45			1		0
gene-trnas-cga-24_10			1		0
gene-trnas-cga-24_11			1		0
gene-trnas-cga-25_2			1		0
gene-trnas-cga-25_3			1		0
gene-trnas-cga-25_4			1		0
gene-trnas-cga-25_5			1		0
gene-trnas-cga-8_8			1		0
gene-trnas-cga-8_9			1		0
gene-trnas-gcu-10	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-10_1			1		0
gene-trnas-gcu-10_10			1		0
gene-trnas-gcu-10_11			1		0
gene-trnas-gcu-10_12			1		0
gene-trnas-gcu-10_13			1		0
gene-trnas-gcu-10_14			1		0
gene-trnas-gcu-10_15			1		0
gene-trnas-gcu-10_16			1		0
gene-trnas-gcu-10_17			1		0
gene-trnas-gcu-10_18			1		0
gene-trnas-gcu-10_19			1		0
gene-trnas-gcu-10_2			1		0
gene-trnas-gcu-10_20			1		0
gene-trnas-gcu-10_21			1		0
gene-trnas-gcu-10_22			1		0
gene-trnas-gcu-10_23			1		0
gene-trnas-gcu-10_24			1		0
gene-trnas-gcu-10_25			1		0
gene-trnas-gcu-10_26			1		0
gene-trnas-gcu-10_27			1		0
gene-trnas-gcu-10_28			1		0
gene-trnas-gcu-10_29			1		0
gene-trnas-gcu-10_3			1		0
gene-trnas-gcu-10_30			1		0
gene-trnas-gcu-10_31			1		0
gene-trnas-gcu-10_32			1		0
gene-trnas-gcu-10_33			1		0
gene-trnas-gcu-10_34			1		0
gene-trnas-gcu-10_35			1		0
gene-trnas-gcu-10_4			1		0
gene-trnas-gcu-10_5			1		0
gene-trnas-gcu-10_6			1		0
gene-trnas-gcu-10_7			1		0
gene-trnas-gcu-10_8			1		0
gene-trnas-gcu-10_9			1		0
gene-trnas-gcu-11	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-11_1			1		0
gene-trnas-gcu-11_10			1		0
gene-trnas-gcu-11_11			1		0
gene-trnas-gcu-11_12			1		0
gene-trnas-gcu-11_13			1		0
gene-trnas-gcu-11_14			1		0
gene-trnas-gcu-11_15			1		0
gene-trnas-gcu-11_16			1		0
gene-trnas-gcu-11_17			1		0
gene-trnas-gcu-11_18			1		0
gene-trnas-gcu-11_19			1		0
gene-trnas-gcu-11_2			1		0
gene-trnas-gcu-11_20			1		0
gene-trnas-gcu-11_21			1		0
gene-trnas-gcu-11_22			1		0
gene-trnas-gcu-11_23			1		0
gene-trnas-gcu-11_24			1		0
gene-trnas-gcu-11_25			1		0
gene-trnas-gcu-11_26			1		0
gene-trnas-gcu-11_27			1		0
gene-trnas-gcu-11_28			1		0
gene-trnas-gcu-11_29			1		0
gene-trnas-gcu-11_3			1		0
gene-trnas-gcu-11_30			1		0
gene-trnas-gcu-11_31			1		0
gene-trnas-gcu-11_4			1		0
gene-trnas-gcu-11_5			1		0
gene-trnas-gcu-11_6			1		0
gene-trnas-gcu-11_7			1		0
gene-trnas-gcu-11_8			1		0
gene-trnas-gcu-11_9			1		0
gene-trnas-gcu-12_1			1		0
gene-trnas-gcu-12_10			1		0
gene-trnas-gcu-12_11			1		0
gene-trnas-gcu-12_12			1		0
gene-trnas-gcu-12_13			1		0
gene-trnas-gcu-12_14			1		0
gene-trnas-gcu-12_15			1		0
gene-trnas-gcu-12_16			1		0
gene-trnas-gcu-12_17			1		0
gene-trnas-gcu-12_18			1		0
gene-trnas-gcu-12_19			1		0
gene-trnas-gcu-12_2			1		0
gene-trnas-gcu-12_20			1		0
gene-trnas-gcu-12_3			1		0
gene-trnas-gcu-12_4			1		0
gene-trnas-gcu-12_5			1		0
gene-trnas-gcu-12_6			1		0
gene-trnas-gcu-12_7			1		0
gene-trnas-gcu-12_8			1		0
gene-trnas-gcu-12_9			1		0
gene-trnas-gcu-13_1			1		0
gene-trnas-gcu-13_10			1		0
gene-trnas-gcu-13_11			1		0
gene-trnas-gcu-13_12			1		0
gene-trnas-gcu-13_13			1		0
gene-trnas-gcu-13_14			1		0
gene-trnas-gcu-13_15			1		0
gene-trnas-gcu-13_16			1		0
gene-trnas-gcu-13_17			1		0
gene-trnas-gcu-13_18			1		0
gene-trnas-gcu-13_2			1		0
gene-trnas-gcu-13_3			1		0
gene-trnas-gcu-13_4			1		0
gene-trnas-gcu-13_5			1		0
gene-trnas-gcu-13_6			1		0
gene-trnas-gcu-13_7			1		0
gene-trnas-gcu-13_8			1		0
gene-trnas-gcu-13_9			1		0
gene-trnas-gcu-14	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-14_1			1		0
gene-trnas-gcu-14_10			1		0
gene-trnas-gcu-14_2			1		0
gene-trnas-gcu-14_3			1		0
gene-trnas-gcu-14_4			1		0
gene-trnas-gcu-14_5			1		0
gene-trnas-gcu-14_6			1		0
gene-trnas-gcu-14_7			1		0
gene-trnas-gcu-14_8			1		0
gene-trnas-gcu-14_9			1		0
gene-trnas-gcu-15	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-15_1			1		0
gene-trnas-gcu-15_10			1		0
gene-trnas-gcu-15_11			1		0
gene-trnas-gcu-15_12			1		0
gene-trnas-gcu-15_13			1		0
gene-trnas-gcu-15_2			1		0
gene-trnas-gcu-15_3			1		0
gene-trnas-gcu-15_4			1		0
gene-trnas-gcu-15_5			1		0
gene-trnas-gcu-15_6			1		0
gene-trnas-gcu-15_7			1		0
gene-trnas-gcu-15_8			1		0
gene-trnas-gcu-15_9			1		0
gene-trnas-gcu-16_1			1		0
gene-trnas-gcu-16_2			1		0
gene-trnas-gcu-16_3			1		0
gene-trnas-gcu-16_4			1		0
gene-trnas-gcu-17_1			1		0
gene-trnas-gcu-17_10			1		0
gene-trnas-gcu-17_2			1		0
gene-trnas-gcu-17_3			1		0
gene-trnas-gcu-17_4			1		0
gene-trnas-gcu-17_5			1		0
gene-trnas-gcu-17_6			1		0
gene-trnas-gcu-17_7			1		0
gene-trnas-gcu-17_8			1		0
gene-trnas-gcu-17_9			1		0
gene-trnas-gcu-18	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-18_1			1		0
gene-trnas-gcu-18_2			1		0
gene-trnas-gcu-19	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-19_1			1		0
gene-trnas-gcu-19_2			1		0
gene-trnas-gcu-19_3			1		0
gene-trnas-gcu-20_1			1		0
gene-trnas-gcu-20_2			1		0
gene-trnas-gcu-21	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-21_1			1		0
gene-trnas-gcu-21_2			1		0
gene-trnas-gcu-22_1			1		0
gene-trnas-gcu-22_2			1		0
gene-trnas-gcu-23_1			1		0
gene-trnas-gcu-23_2			1		0
gene-trnas-gcu-23_3			1		0
gene-trnas-gcu-23_4			1		0
gene-trnas-gcu-23_5			1		0
gene-trnas-gcu-24	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-26	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-27_1			1		0
gene-trnas-gcu-30_10			1		0
gene-trnas-gcu-30_11			1		0
gene-trnas-gcu-30_12			1		0
gene-trnas-gcu-30_13			1		0
gene-trnas-gcu-30_14			1		0
gene-trnas-gcu-30_15			1		0
gene-trnas-gcu-30_16			1		0
gene-trnas-gcu-30_17			1		0
gene-trnas-gcu-30_18			1		0
gene-trnas-gcu-30_19			1		0
gene-trnas-gcu-30_20			1		0
gene-trnas-gcu-30_21			1		0
gene-trnas-gcu-30_22			1		0
gene-trnas-gcu-30_23			1		0
gene-trnas-gcu-30_24			1		0
gene-trnas-gcu-30_25			1		0
gene-trnas-gcu-30_26			1		0
gene-trnas-gcu-30_27			1		0
gene-trnas-gcu-30_28			1		0
gene-trnas-gcu-30_29			1		0
gene-trnas-gcu-30_30			1		0
gene-trnas-gcu-30_31			1		0
gene-trnas-gcu-30_32			1		0
gene-trnas-gcu-30_33			1		0
gene-trnas-gcu-30_34			1		0
gene-trnas-gcu-30_35			1		0
gene-trnas-gcu-30_36			1		0
gene-trnas-gcu-30_37			1		0
gene-trnas-gcu-30_38			1		0
gene-trnas-gcu-30_39			1		0
gene-trnas-gcu-30_40			1		0
gene-trnas-gcu-30_41			1		0
gene-trnas-gcu-30_42			1		0
gene-trnas-gcu-30_43			1		0
gene-trnas-gcu-30_44			1		0
gene-trnas-gcu-30_45			1		0
gene-trnas-gcu-30_46			1		0
gene-trnas-gcu-30_6			1		0
gene-trnas-gcu-30_7			1		0
gene-trnas-gcu-30_8			1		0
gene-trnas-gcu-30_9			1		0
gene-trnas-gcu-33	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-34_1			1		0
gene-trnas-gcu-34_10			1		0
gene-trnas-gcu-34_11			1		0
gene-trnas-gcu-34_12			1		0
gene-trnas-gcu-34_13			1		0
gene-trnas-gcu-34_14			1		0
gene-trnas-gcu-34_15			1		0
gene-trnas-gcu-34_2			1		0
gene-trnas-gcu-34_3			1		0
gene-trnas-gcu-34_4			1		0
gene-trnas-gcu-34_5			1		0
gene-trnas-gcu-34_6			1		0
gene-trnas-gcu-34_7			1		0
gene-trnas-gcu-34_8			1		0
gene-trnas-gcu-34_9			1		0
gene-trnas-gcu-35_11			1		0
gene-trnas-gcu-35_12			1		0
gene-trnas-gcu-35_13			1		0
gene-trnas-gcu-35_14			1		0
gene-trnas-gcu-35_15			1		0
gene-trnas-gcu-35_16			1		0
gene-trnas-gcu-35_17			1		0
gene-trnas-gcu-35_18			1		0
gene-trnas-gcu-35_19			1		0
gene-trnas-gcu-35_20			1		0
gene-trnas-gcu-35_21			1		0
gene-trnas-gcu-35_22			1		0
gene-trnas-gcu-35_23			1		0
gene-trnas-gcu-35_24			1		0
gene-trnas-gcu-35_25			1		0
gene-trnas-gcu-36_1			1		0
gene-trnas-gcu-37	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-39	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-40	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-41	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-44	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-46	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-48	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-51	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-54	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-56	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-57	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-59	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-60_10			1		0
gene-trnas-gcu-60_2			1		0
gene-trnas-gcu-60_3			1		0
gene-trnas-gcu-60_4			1		0
gene-trnas-gcu-60_5			1		0
gene-trnas-gcu-60_6			1		0
gene-trnas-gcu-60_7			1		0
gene-trnas-gcu-60_8			1		0
gene-trnas-gcu-60_9			1		0
gene-trnas-gcu-63	trnas-gcu	tRNA-Ser	1	Y	0
gene-trnas-gcu-67_12			1		0
gene-trnas-gcu-67_13			1		0
gene-trnas-gcu-67_14			1		0
gene-trnas-gcu-67_15			1		0
gene-trnas-gcu-68_1			1		0
gene-trnas-gcu-68_2			1		0
gene-trnas-gcu-68_3			1		0
gene-trnas-gcu-68_4			1		0
gene-trnas-gcu-68_5			1		0
gene-trnas-gcu-68_6			1		0
gene-trnas-gcu-68_7			1		0
gene-trnas-gcu-68_8			1		0
gene-trnas-gcu-68_9			1		0
gene-trnas-gcu-75_1			1		0
gene-trnas-gcu-75_10			1		0
gene-trnas-gcu-75_11			1		0
gene-trnas-gcu-75_12			1		0
gene-trnas-gcu-75_13			1		0
gene-trnas-gcu-75_14			1		0
gene-trnas-gcu-75_15			1		0
gene-trnas-gcu-75_16			1		0
gene-trnas-gcu-75_17			1		0
gene-trnas-gcu-75_18			1		0
gene-trnas-gcu-75_19			1		0
gene-trnas-gcu-75_2			1		0
gene-trnas-gcu-75_20			1		0
gene-trnas-gcu-75_21			1		0
gene-trnas-gcu-75_22			1		0
gene-trnas-gcu-75_23			1		0
gene-trnas-gcu-75_24			1		0
gene-trnas-gcu-75_25			1		0
gene-trnas-gcu-75_26			1		0
gene-trnas-gcu-75_27			1		0
gene-trnas-gcu-75_28			1		0
gene-trnas-gcu-75_29			1		0
gene-trnas-gcu-75_3			1		0
gene-trnas-gcu-75_30			1		0
gene-trnas-gcu-75_31			1		0
gene-trnas-gcu-75_32			1		0
gene-trnas-gcu-75_33			1		0
gene-trnas-gcu-75_34			1		0
gene-trnas-gcu-75_35			1		0
gene-trnas-gcu-75_36			1		0
gene-trnas-gcu-75_37			1		0
gene-trnas-gcu-75_38			1		0
gene-trnas-gcu-75_39			1		0
gene-trnas-gcu-75_4			1		0
gene-trnas-gcu-75_40			1		0
gene-trnas-gcu-75_41			1		0
gene-trnas-gcu-75_5			1		0
gene-trnas-gcu-75_6			1		0
gene-trnas-gcu-75_7			1		0
gene-trnas-gcu-75_8			1		0
gene-trnas-gcu-75_9			1		0
gene-trnas-gcu-79_10			1		0
gene-trnas-gcu-79_11			1		0
gene-trnas-gcu-79_12			1		0
gene-trnas-gcu-79_4			1		0
gene-trnas-gcu-79_5			1		0
gene-trnas-gcu-79_6			1		0
gene-trnas-gcu-79_7			1		0
gene-trnas-gcu-79_8			1		0
gene-trnas-gcu-79_9			1		0
gene-trnas-gcu-8_11			1		0
gene-trnas-gcu-8_12			1		0
gene-trnas-gcu-8_13			1		0
gene-trnas-gcu-91_10			1		0
gene-trnas-gcu-91_11			1		0
gene-trnas-gcu-91_12			1		0
gene-trnas-gcu-91_13			1		0
gene-trnas-gcu-91_14			1		0
gene-trnas-gcu-91_15			1		0
gene-trnas-gcu-91_16			1		0
gene-trnas-gcu-91_17			1		0
gene-trnas-gcu-91_18			1		0
gene-trnas-gcu-91_19			1		0
gene-trnas-gcu-91_20			1		0
gene-trnas-gcu-91_21			1		0
gene-trnas-gcu-91_22			1		0
gene-trnas-gcu-91_23			1		0
gene-trnas-gcu-91_3			1		0
gene-trnas-gcu-91_4			1		0
gene-trnas-gcu-91_5			1		0
gene-trnas-gcu-91_6			1		0
gene-trnas-gcu-91_7			1		0
gene-trnas-gcu-91_8			1		0
gene-trnas-gcu-91_9			1		0
gene-trnas-gcu_1			1		0
gene-trnas-uga-13_10			1		0
gene-trnas-uga-13_11			1		0
gene-trnas-uga-16_1			1		0
gene-trnas-uga-17_5			1		0
gene-trnas-uga-17_6			1		0
gene-trnas-uga-18_6			1		0
gene-trnas-uga-18_7			1		0
gene-trnas-uga-20_2			1		0
gene-trnas-uga-20_3			1		0
gene-trnas-uga-20_4			1		0
gene-trnas-uga-20_5			1		0
gene-trnas-uga-20_6			1		0
gene-trnas-uga-41_34			1		0
gene-trnas-uga-41_35			1		0
gene-trnas-uga-41_36			1		0
gene-trnas-uga-43_2			1		0
