gene_id	symbol	product	biotype	lean_del_n	lean_del_bp	sisco_del_n	sisco_del_bp	lean_ins_n	sisco_ins_n	ecotype_skew_note
gene-st6galnac5a	st6galnac5a	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5a	protein_coding	6	617	20	4417	3	31	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-st8sia2	st8sia2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-st8sia3	st8sia3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	protein_coding	5	706	9	1431	17	44	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-st8sia4	st8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	protein_coding	0	0	1	119	0	5	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-st8sia5	st8sia5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	protein_coding	1	186	2	123	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stab1	stab1	stabilin 1	protein_coding	62	13146	59	24103	109	150	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stab2	stab2	stabilin 2	protein_coding	4	1082	4	1977	10	20	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stac	stac	SH3 and cysteine rich domain	protein_coding	2	766	2	862	3	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stambpl1	stambpl1	STAM binding protein-like 1	protein_coding	1	82	1	246	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stard10	stard10	StAR-related lipid transfer (START) domain containing 10	protein_coding	2	717	1	59	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stat1b	stat1b	signal transducer and activator of transcription 1b	protein_coding	1	240	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stat4	stat4	signal transducer and activator of transcription 4	protein_coding	0	0	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stat6	stat6	signal transducer and activator of transcription 6, interleukin-4 induced	protein_coding	1	107	1	62	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-steap3	steap3	STEAP family member 3, metalloreductase	protein_coding	0	0	1	90	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stim1a	stim1a	stromal interaction molecule 1a	protein_coding	2	148	1	200	0	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stk16	stk16	serine/threonine kinase 16	protein_coding	0	0	1	418	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stk3	stk3	serine/threonine kinase 3 (STE20 homolog, yeast)	protein_coding	23	6116	15	5273	19	78	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stk32a	stk32a	serine/threonine kinase 32A	protein_coding	0	0	0	0	2	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stmn2a	stmn2a	stathmin 2a	protein_coding	4	994	4	400	7	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stmn4l	stmn4l	stathmin-like 4, like	protein_coding	0	0	0	0	4	8	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stoml1	stoml1	stomatin (EPB72)-like 1	protein_coding	6	828	4	946	8	12	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stoml3b	stoml3b	stomatin (EPB72)-like 3b	protein_coding	3	326	5	543	7	9	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-ston2	ston2	stonin 2	protein_coding	8	3082	3	3447	4	24	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stox1	stox1	storkhead box 1	protein_coding	10	2480	7	3980	2	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stpg2	stpg2	sperm-tail PG-rich repeat containing 2	protein_coding	11	1145	16	3132	27	14	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stradb	stradb	STE20 related adaptor beta	protein_coding	3	1741	6	817	3	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-strn3	strn3	striatin, calmodulin binding protein 3	protein_coding	1	370	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stum	stum	stum, mechanosensory transduction mediator homolog	protein_coding	1	143	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stx12	stx12	syntaxin 12	protein_coding	1	55	2	1316	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stx1b	stx1b	syntaxin 1B	protein_coding	1	96	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stxbp2	stxbp2	syntaxin binding protein 2	protein_coding	1	60	0	0	3	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stxbp4	stxbp4	syntaxin binding protein 4	protein_coding	17	5173	9	2342	10	6	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-stxbp5l	stxbp5l	syntaxin binding protein 5-like	protein_coding	4	1526	7	1121	27	21	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-suco	suco	SUN domain containing ossification factor	protein_coding	2	263	2	436	11	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sugct	sugct	succinyl-CoA:glutarate-CoA transferase	protein_coding	3	389	5	1853	0	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sulf1	sulf1	sulfatase 1	protein_coding	0	0	2	146	7	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sult1st6	sult1st6	sulfotransferase family 1, cytosolic sulfotransferase 6	protein_coding	2	118	1	54	4	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sult3st1	sult3st1	sulfotransferase family 3, cytosolic sulfotransferase 1	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sult4a1	sult4a1	sulfotransferase family 4A, member 1	protein_coding	1	76	2	1583	0	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sumf1	sumf1	sulfatase modifying factor 1	protein_coding	0	0	1	68	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-suox	suox	sulfite oxidase	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-supt20	supt20	SPT20 homolog, SAGA complex component	protein_coding	6	729	15	2615	17	22	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-supt6h	supt6h	SPT6 homolog, histone chaperone and transcription elongation factor	protein_coding	5	1445	8	1164	8	15	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-supv3l1	supv3l1	SUV3-like helicase	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-susd6	susd6	sushi domain containing 6	protein_coding	4	417	9	1242	24	36	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sv2	sv2	synaptic vesicle glycoprotein 2	protein_coding	0	0	0	0	1	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-svep1	svep1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	protein_coding	2	145	2	3097	0	9	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-svild	svild	supervillin d	protein_coding	0	0	1	86	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-svopl	svopl	SVOP-like	protein_coding	0	0	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-swt1	swt1	SWT1 RNA endoribonuclease homolog	protein_coding	2	2084	3	1005	2	9	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sybl1	sybl1	synaptobrevin-like 1	protein_coding	7	8895	13	2152	8	17	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sycp2l	sycp2l	synaptonemal complex protein 2-like	protein_coding	1	172	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syk	syk	spleen tyrosine kinase	protein_coding	5	1124	8	1508	7	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syn2a	syn2a	synapsin IIa	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syndig1l	syndig1l	synapse differentiation inducing 1-like	protein_coding	2	138	5	319	4	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syne1b	syne1b	spectrin repeat containing, nuclear envelope 1b	protein_coding	0	0	2	622	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syne3	syne3	spectrin repeat containing, nuclear envelope family member 3	protein_coding	1	75	1	164	1	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syngr3a	syngr3a	synaptogyrin 3a	protein_coding	0	0	1	66	0	8	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-synj1	synj1	synaptojanin 1	protein_coding	24	3235	41	11102	27	45	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-synpr	synpr	synaptoporin	protein_coding	0	0	0	0	4	4	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sypa	sypa	synaptophysin a	protein_coding	5	651	4	238	6	14	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sypb	sypb	synaptophysin b	protein_coding	0	0	0	0	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syt11a	syt11a	synaptotagmin XIa	protein_coding	15	1921	4	292	15	15	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syt12	syt12	synaptotagmin XII	protein_coding	0	0	1	123	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syt13	syt13	synaptotagmin XIII	protein_coding	0	0	0	0	2	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syt14a	syt14a	synaptotagmin XIVa	protein_coding	2	189	3	450	0	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syt16	syt16	synaptotagmin XVI	protein_coding	1	108	1	2311	2	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syt17	syt17	synaptotagmin XVII	protein_coding	10	1821	7	1127	35	17	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syt3	syt3	synaptotagmin III	protein_coding	7	595	8	1201	48	18	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syt4	syt4	synaptotagmin IV	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syt5a	syt5a	synaptotagmin Va	protein_coding	0	0	1	98	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syt6a	syt6a	synaptotagmin VIa	protein_coding	3	394	3	2782	3	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syt6b	syt6b	synaptotagmin VIb	protein_coding	0	0	0	0	1	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-sytl1	sytl1	synaptotagmin-like 1	protein_coding	1	89	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-syvn1	syvn1	synovial apoptosis inhibitor 1, synoviolin	protein_coding	1	222	0	0	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-taf1a	taf1a	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-taf1c	taf1c	TATA-box binding protein associated factor, RNA polymerase I subunit C	protein_coding	2	208	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-taf2	taf2	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor	protein_coding	22	3922	24	6867	71	240	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-taf4b	taf4b	TAF4B RNA polymerase II, TATA box binding protein (TBP)-associated factor	protein_coding	2	778	1	77	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-taf6l	taf6l	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor	protein_coding	1	57	5	2108	2	6	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-tagapb	tagapb	T cell activation RhoGTPase activating protein b	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-tamm41	tamm41	TAM41 mitochondrial translocator assembly and maintenance homolog	protein_coding	4	313	1	782	10	3	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-tanc2b	tanc2b	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2b	protein_coding	3	298	3	2211	1	8	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-tango6	tango6	transport and golgi organization 6 homolog (Drosophila)	protein_coding	0	0	1	114	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-taok2b	taok2b	TAO kinase 2b	protein_coding	0	0	0	0	0	5	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-taok3a	taok3a	TAO kinase 3a	protein_coding	0	0	0	0	0	9	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-tap2t	tap2t	transporter associated with antigen processing, subunit type t, teleost specific	protein_coding	0	0	0	0	1	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-tarbp2	tarbp2	TAR (HIV) RNA binding protein 2	protein_coding	0	0	0	0	0	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-tat	tat	tyrosine aminotransferase	protein_coding	0	0	0	0	2	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-tax1bp1b	tax1bp1b	Tax1 (human T-cell leukemia virus type I) binding protein 1b	protein_coding	5	2028	14	2202	28	31	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-taz	taz	tafazzin	protein_coding	1	135	3	283	8	2	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-tbc1d10c	tbc1d10c	TBC1 domain family, member 10C	protein_coding	0	0	1	131	0	0	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-tbc1d16	tbc1d16	TBC1 domain family, member 16	protein_coding	5	1064	8	1085	15	11	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-tbc1d19	tbc1d19	TBC1 domain family, member 19	protein_coding	1	70	2	659	2	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
gene-tbc1d24	tbc1d24	TBC1 domain family, member 24	protein_coding	0	0	0	0	1	1	lean-reference: siscowet-specific & deletion counts inflated by divergence
